Series	Page	True Page	Name	Address	City	State	Zip	Phone	License	Expiration	
2	10	18	Steve Miller and Associates Private Investigations	21 Wade Lane	Greensburg	LA	70441	2252700254	9677-012120-LA	1/21/2023	
2	10	18	STNL Solutions, LLC	37459 Ultima Plaza Blvd., Ste B	Prairieville	LA	70769	5046210442	10166-101822-LA	10/18/2023	
2	10	18	Summers Detective Services, LLC	14162 Bourque Road	Gonzales	LA	70737	2257739640	8997-102116-LA	9/17/2023	
2	10	18	Sundogs LLC	319 N. Pleasant Street	Gonzales	LA	70737	2258026453	8250-012114-LA	1/21/2023	
2	10	18	Sunrise Investigative Services	P.O. Box 2381	Cedar Park	TX	78630	3374474813	7220-091509-LA	9/15/2023	
2	10	18	Superior Investigative Services, LLC	P. O. Box 304	Carencro	LA	70520	3372079411	6745-100207-LA	10/2/2023	
2	10	18	Sure-Shot Investigation	P.O. Box 501	Jennings	LA	70546	3378243498	3592-012798-LA	1/27/2023	
2	10	18	Surveillance Technologies, Inc.	265 East Augusta Lane	Slidell	LA	70458	5047229747	0918-113093-LA	11/30/2023	
2	10	18	T C S Consulting	11095 Mark Circle	Beaumont	TX	77705	8667945710	9476-011519-LA	1/15/2023	
2	10	18	T P Investigations	15325 Glenn Drive	Pride	LA	70770	2252410497	0132-030493-LA	3/4/2023	
2	10	18	T.J. and Associates	1312 Severn Ave.	Metairie	LA	70001	5049152821	9811-120120-LA	12/1/2023	
2	10	18	Tactical Investigative Solutions, LLC	325 Wilderness Trail	Minden	LA	71055	3183822754	9954-081321-LA	8/13/2023	
2	10	18	Tactical Private Investigations, LLC	P O Box  12457	Lake Charles	LA	70612	3378556470	0480-052593-LA	5/25/2023	
2	10	18	Talon Investigative Services, LLC	3103 Cypress St., Ste. 3-108	West Monroe	LA	71291	6012784257	9785-100620-LA	10/6/2022	
2	10	18	Target Investigative Agency	801 Brentwood Blvd	Lafayette	LA	70503	3372808110	5280-083002-LA	10/28/2023	
2	10	18	TCS Investigations	6757 Sumrall Drive	Baton Rouge	LA	70812	2259265880	9971-092321-LA	9/23/2023	
2	10	18	Tectus Management Services	1011 N Causeway Blvd. # 32	Mandeville	LA	70471	5049412292	8135-071613-LA	7/16/2023	
2	10	18	Templar Blue Solutions	P.O. Box 1624	Mandeville	LA	01624	9852768784	10167-101822-LA	10/18/2023	
2	10	18	Terrific, Inc.	2740 Pineview St	Lake Charles	LA	70615	3378425318	1888-042396-LA	4/23/2023	
2	10	18	The Barnett Group, L.L.C.	1331 Ochsner Blvd., Suite 200	Covington	LA	70433	9858932681	0191-033093-LA	3/30/2023	
2	11	19	The Compliance Group, Inc.	8200 Belinder Rd	Leawood	KS	66206	9135993210	5559-090303-LA	9/3/2022	
2	11	19	The Delta Group	P.O. Box 910	Winnfield	LA	71483	3184130333	6372-051706-LA	5/17/2023	
2	11	19	The Fidelity Team, LLC	P.O. Box 1001	Youngsville	LA	70592	3373306789	9410-091818-LA	9/18/2023	
2	11	19	The Homeland Security Group, LLC	P O Box 65122	Shreveport	LA	71136	3184648245	8647-072115-LA	7/21/2023	
2	11	19	The Hudson Group	PO Box 452	Keithville	LA	71047	3185287730	6997-111908-LA	11/19/2023	
2	11	19	The Info Agency, LLC	2305 Crestlake Drive	Rockwall	TX	75087	2143774930	5426-041103-LA	4/11/2023	
2	11	19	The Insight Group of LA	P O Box 1001	Broussard	LA	70518	3372583392	1187-082394-LA	8/23/2023	
2	11	19	The Investigative Group Inc.	3636 N. Causeway Blvd. Ste. 300	Metairie	LA	70002	5046699049	1956-061096-LA	6/10/2023	
2	11	19	The Investigative Network	6333 Kovac Ln	Mer Rouge	LA	71261	3183225971	1367-020195-LA	2/1/2023	
2	11	19	The Jadd Lakes Group, LLC	14 Harbour Town Court	New Orleans	LA	70131	5044160328	7524-111710-LA	3/7/2023	
2	11	19	The Northshore Group, LLC	P O Box 5285	Covington	LA	70434	8669601571	5894-092704-LA	12/9/2023	
2	11	19	The Phoenix PI, LLC	9597 Jones Rd., #257	Houston	TX	77065	3186028084	9913-061821-LA	6/18/2023	
2	11	19	The Robison Group	3290 W. Big Beaver Rd. #310	Troy	MI	48084	8884522500	7558-121610-LA	7/21/2023	
2	11	19	The Woodlands Investigative Group	6700 Woodlands Parkway #230-165	The Woodlands	TX	77382	7139227721	9108-032917-LA	3/29/2023	
2	11	19	Theresa Thomassee, LLC	P.O. Box 1041	Youngsville	LA	70592	3372582716	9867-031621-LA	3/16/2023	
2	11	19	Third Eye P.I. LLC	509 Daniel Street	Kenner	LA	70062	5049145772	5980-011905-LA	1/19/2023	
2	11	19	Third Shore Investigations	P O Box 2152	Naperville	IL	60567	8008083125	9379-073118-LA	7/31/2023	
2	11	19	Thunderbird Investigations, L.L.C.	P O Box 644	Sulphur	LA	70664	3376250007	3985-032599-LA	3/25/2023	
2	11	19	Timeline Investigations, LLC	P O Box 1193	Youngsville	LA	70592	3378524310	7396-051110-LA	5/11/2023	
2	11	19	Top Echelon Investigation, LLC	P.O. Box 997	Opelousas	LA	70570	3372901298	6981-103008-LA	10/30/2023	
2	11	19	Tradecraft Consulting of Louisiana	185 Timbers Drive	Slidell	LA	70458	5044167402	9616-091919-LA	9/19/2023	
2	11	19	Triple Oak Investigative Services, L.L.C.	5434 Hwy. 1	Raceland	LA	70394	9858557331	8379-070114-LA	1/22/2023	
2	11	19	Triune Investigations	2541 South IH-35, Ste. 200-153	Round Rock	TX	78664	2819145864	9734-060220-LA	6/2/2023	
2	11	19	Truax & Company	P O Box 5714	Lake Charles	LA	70606	3378422094	5487-060203-LA	6/2/2023	
2	11	19	Tucker & Associates Security Consultants, Inc.	P.O. Box 28	Lafitte	LA	70067	5046893180	0577-052593-LA	5/25/2023	
2	12	20	Turner and Associates	P O Box 52597	Shreveport	LA	71135	3188689617	0170-030493-LA	3/4/2023	
2	12	20	U S F and Associates, Inc.	5304 Woodstream Dr	Marrero	LA	70072	50425695835044399171	0980-013194-LA	1/31/2023	
2	12	20	Upfront Observations	4928 Idlewood Drive	Baton Rouge	LA	70809	2252291491	7232-100709-LA	10/7/2023	
2	12	20	Uptown Investigations, LLC	P.O. Box 50190	New Orleans	LA	70150	5042081154	0034-020911-LA	7/15/2023	
2	12	20	Vaccaro Investigations	7515 Jefferson Hwy #330	Baton Rouge	LA	70806	2253260454	9812-120120-LA	12/1/2023	
2	12	20	Varnell Investigations LLC	2049 White Road	Kelly	LA	71441	3182376105	6993-111908-LA	11/19/2023	
2	12	20	Vector Insurance Services	610 Marshall Street, Ste. 330	Shreveport	LA	71101	31820732473187349888	0627-062993-LA	6/29/2023	
2	12	20	Veracity Research Co. , LLC	1104 Dallas Dr., Ste. 220	Denton	TX	76205	8006542185	3408-092497-LA	9/24/2023	
2	12	20	Verifi, LLC	2701 Johnston St., Suite 201 B	Lafayette	LA	70503	3378893000	9732-060220-LA	6/2/2023	
2	12	20	Vital Investigative Services, LLC	P O Box 9382	New Iberia	LA	70562	3379677171	8467-111914-LA	5/23/2023	
2	12	20	Volz Investigations	P O Box 472	Folsom	LA	70437	9852370903	0997-013194-LA	5/24/2023	
2	12	20	W M Delphin- Investigations Inc.	P O Box 4003	Shreveport	LA	71134	3182882525	0362-042793-LA	4/27/2023	
2	12	20	Wagner Investigations	PO Box 7103	Alexandria	LA	71360	3186646984	1670-101295-LA	10/12/2023	
2	12	20	Walker Claim Investigations, LLC	P.O. Box 1284	Madisonville	LA	70447	9852641640	9760-081920-LA	8/19/2023	
2	12	20	Wallace Investigations, L.L.C.	4934 Westridge Park East	Lake Charles	LA	70605	3378029569	1970-061096-LA	6/10/2023	
2	12	20	Washington Investigation, LLC	6197 Tezcuco Court	Gonzales	LA	70737	5044152662	3035-111596-LA	11/15/2023	
2	12	20	Waterproof Data	PO Box 8012	Houma	LA	70361	9856282188	7569-011311-LA	1/13/2023	
2	12	20	Weatherly Investigations, LLC	P.O. Box 415	Long Beach	MS	39560	5043155726	7817-021512-LA	2/15/2023	
2	12	20	Whitehat Private Detective Agency, LLC	1000 Ann Street	Westlake	LA	70669	3373046930	10098-051922-LA	5/19/2023	
2	12	20	Why Wonder Investigations & Security Services	P.O. Box 5315	Aiken	SC	29804	8036457026	9651-111919-LA	11/19/2023	
2	12	20	William Landry Investigations	3700 Orleans Avenue #5111	New Orleans	LA	70119	5044161409	8398-072214-LA	7/22/2023	
2	12	20	Williams & Associates dba N.E.I.A.	4480 General De Gaulle Dr. Ste. 108	New Orleans	LA	70131	5042659934	6559-011707-LA	7/17/2023	
2	12	20	Williams Investigations	3607 Old Dallas  Rd	Bonnerdale	AR	71933	5016096647	5097-030602-LA	3/6/2023	
2	12	20	Williamson's Investigations	14115 South Harrell's Ferry Road	Baton Rouge	LA	70816	2253248990	8767-011916-LA	1/19/2023	
2	12	20	Wilson's Investigative Services	505 E 2nd Street	Belle Chasse	LA	70037	5049121030	3757-062298-LA	6/22/2023	
2	13	21	Wiseman Investigative Services	P O Box 15096	New Orleans	LA	70175	6102416199	9507-022619-LA	2/26/2023	
2	13	21	WMB Investigative Instincts, LLC	201 Century Village Blvd, Suite 200	Monroe	LA	71202	8326148768	9864-031621-LA	3/16/2023	
2	13	21	Woodall & Broome, Inc.	P O Box 711	Acworth	GA	30101	7704997464	7757-092011-LA	10/11/2022	
2	13	21	Wooten Investigations	1620 Coldwater Road	Winnfield	LA	71483	3184130965	7547-120710-LA	12/7/2023	
2	13	21	Xile Investigations	219 Mimosa Place	Lafayette	LA	70506	3373520575	9930-070821-LA	7/8/2023	
2	13	21	Zulli Investigative Services, LLC	408 Breemen Circle	Lafayette	LA	70508	5049579035	9516-031919-LA	3/19/2023	
